"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Comp","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV621",221.030007332637,-6.05592727800825,2.14279254742551,-2.82618459042348,0.00471061097768488,0.0315123630920989,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Pseudobutyrivibrio","Unclassified"
"ASV173",701.5082961905,-5.71746186425329,2.10359352435873,-2.71794992618463,0.00656877784450706,0.0358240174786974,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV32",283.129848190111,-5.73688606725209,2.08303309284857,-2.75410222091423,0.00588533832322822,0.0358240174786974,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Unclassified","Unclassified"
"ASV431",415.035169124147,-5.83973006190476,2.12161198945309,-2.75249672934312,0.00591427371914074,0.0358240174786974,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV2211",210.258632416076,-6.73387199104905,2.45605171647872,-2.74174682310985,0.00611134262700083,0.0358240174786974,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified","Unclassified"
"ASV250",48.0582104424158,-6.4722797354821,2.36665329263415,-2.73478153966451,0.00624216886306969,0.0358240174786974,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV3081",51.9346511660523,-6.06755917874747,2.23565758547283,-2.71399306323745,0.00664775582078921,0.0358240174786974,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV341",51.7450874365524,-6.79963541461727,2.49814654056451,-2.72187211767039,0.00649132567379316,0.0358240174786974,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Moryella","Unclassified"
"ASV36",1927.28063787839,-5.07765959863103,1.96114951138207,-2.58912416884151,0.00962203918600776,0.0384594122938771,"RFI","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Succiniclasticum","Unclassified"
"ASV9",129.956333220917,3.18995808159483,1.20819451396786,2.6402686361475,0.00828403339167492,0.0384594122938771,"RFI","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified"
"ASV281",331.722077666744,-5.1683155345841,1.97200863554155,-2.62083818571351,0.00877138842003698,0.0384594122938771,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV344",465.154567178398,-5.19812948500314,2.03631571915942,-2.55271293940063,0.0106887550127685,0.0384594122938771,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV491",184.774268450474,-4.65435310404778,1.82798125901885,-2.54617112789546,0.01089117820301,0.0384594122938771,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","bryantii"
"ASV511",148.999175971945,-5.46761341266043,2.17497054992786,-2.51387928578701,0.0119411298868424,0.0384594122938771,"RFI","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","NK4A214 group","Unclassified"
"ASV57",87.2551477969267,-5.12794779731936,1.97813252627108,-2.59231761735697,0.00953317134330812,0.0384594122938771,"RFI","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","NK4A214 group","Unclassified"
"ASV77",183.252966472259,-5.96451596638987,2.3360612955332,-2.55323607209907,0.0106727131062735,0.0384594122938771,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV781",191.628516531657,-5.11288148658905,1.98984069227005,-2.56949287772187,0.0101847485371797,0.0384594122938771,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV931",154.935662750717,-5.24709636953581,2.0957593366031,-2.50367314504753,0.0122911523825793,0.0384594122938771,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV1141",96.3769061410379,-5.6357611578919,2.22070904255769,-2.53782060138816,0.0111545147601108,0.0384594122938771,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira","Unclassified"
"ASV123",88.9527340406341,-5.18284882241436,2.01848743175775,-2.56768941974586,0.0102378837770934,0.0384594122938771,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV1261",295.553749350755,-6.1225650066332,2.43055909046837,-2.5189945106224,0.0117690491506538,0.0384594122938771,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group","Unclassified"
"ASV130",160.998191835945,-5.15233977443462,2.02044562605111,-2.55010068472106,0.0107691812810626,0.0384594122938771,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV135",162.40599662207,-6.08766670959757,2.41267022515878,-2.5232071279849,0.0116289882445058,0.0384594122938771,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV1441",170.870219657169,-5.94368553935664,2.37183420571214,-2.50594477684922,0.0122124691936146,0.0384594122938771,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV1581",90.5933893571436,-5.12512252669678,2.02714188497378,-2.52825052093631,0.0114632523307917,0.0384594122938771,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV2091",52.0565441121716,-5.39929138665067,2.13603700288978,-2.52771435108387,0.0114807717881669,0.0384594122938771,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] ruminantium group","Unclassified"
"ASV2131",94.0892142975454,-6.35732960479517,2.43143019657574,-2.61464615095609,0.00893199375111425,0.0384594122938771,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified","Unclassified"
"ASV219",84.3567331102071,-6.31520949080011,2.52202631050491,-2.5040220494511,0.0122790381591972,0.0384594122938771,"RFI","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Schwartzia","succinivorans"
"ASV2331",79.9267953250656,-7.04560903130729,2.67096697754205,-2.63784954683004,0.00834335894271496,0.0384594122938771,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001","Unclassified"
"ASV2901",48.8182144232799,-5.83186255666378,2.24338389209094,-2.59958296804396,0.00933371125574245,0.0384594122938771,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV2981",59.2405186890147,-5.92382808742189,2.26147564279382,-2.61945252706927,0.00880710300448288,0.0384594122938771,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified","Unclassified"
"ASV299",64.592142465424,-6.24567140690676,2.37446931443414,-2.63034412318576,0.00852984765407251,0.0384594122938771,"RFI","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Unclassified","Unclassified"
"ASV503",60.7457056271088,-6.732871027687,2.67658447209726,-2.51547115283509,0.0118873404917476,0.0384594122938771,"RFI","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Pseudoscardovia","Unclassified"
"ASV767",45.6305493917322,-8.04834109728475,3.16897641037896,-2.53972893926412,0.0110938411571389,0.0384594122938771,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] ruminantium group","Unclassified"
"ASV1001",189.974424517211,-5.65148860074302,2.27550175596286,-2.48362304530573,0.0130053395359833,0.0400481884123929,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV3431",46.8151918575553,-6.44923348523582,2.6091389952026,-2.47178609383938,0.0134439931553053,0.0407521042520193,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified","Unclassified"
"ASV2051",94.2940145844135,-5.82692480625538,2.36270371971509,-2.46621053568156,0.0136551046950558,0.0407552355513974,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified","Unclassified"
"ASV241",498.903147028727,-5.68499363989522,2.31191812635624,-2.45899436276976,0.0139326805502529,0.0409536367689253,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001","Unclassified"
"ASV59",364.436871492275,-5.68066165739107,2.34260764258828,-2.42493089927542,0.0153113008084852,0.0419608306762523,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Unclassified","Unclassified"
"ASV69",126.989980390555,-5.71247708986406,2.36664201469715,-2.41374785640956,0.0157893847390022,0.0419608306762523,"RFI","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","NK4A214 group","Unclassified"
"ASV79",62.0196205439962,-5.17132014215645,2.12663842794708,-2.43168752816553,0.0150286663200186,0.0419608306762523,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK3A20 group","Unclassified"
"ASV127",112.708427650848,-5.72379842861614,2.36979972688341,-2.41530892407675,0.0157218690005923,0.0419608306762523,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified","Unclassified"
"ASV1701",90.474655476014,-5.35001902701057,2.21433118862017,-2.41608800639455,0.015688269004738,0.0419608306762523,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae YAB2003 group","Unclassified"
"ASV2041",59.9009342282598,-5.25842413932459,2.16396844799437,-2.42999113235604,0.0150991922524835,0.0419608306762523,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Moryella","Unclassified"
"ASV2291",65.7546811240796,-5.49358602993875,2.26369533352435,-2.42682217371796,0.0152317196725315,0.0419608306762523,"RFI","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Unclassified","Unclassified"
"ASV401",567.857936702661,-6.81898003779286,2.88175101028081,-2.36626273868414,0.017968687418953,0.0440101416470902,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV641",169.855805154489,-5.06777180383592,2.14921312700669,-2.35796615056695,0.0183753684196614,0.0440101416470902,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV1371",102.093461405049,-5.68140266975453,2.40563821763804,-2.36170286458651,0.0181912160052906,0.0440101416470902,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae Ga6A1 group","Unclassified"
"ASV1621",66.2858952158135,-5.83166659148951,2.47069578083311,-2.3603337313844,0.0182585010788418,0.0440101416470902,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio","Unclassified"
"ASV2031",57.4326494076201,-6.11963139823506,2.58520938742485,-2.36717049999996,0.0179246730343532,0.0440101416470902,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio","Unclassified"
"ASV214",54.0299321453351,-8.76359858002339,3.70100992020225,-2.36789383681103,0.0178896684361772,0.0440101416470902,"RFI","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Unclassified","Unclassified"
"ASV2791",49.1391463309021,-5.69424117847464,2.41024396733373,-2.36251651519483,0.0181513326639723,0.0440101416470902,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Shuttleworthia","Unclassified"
"ASV3751",48.2388018702895,-5.34132820074662,2.24652413554492,-2.37759662415156,0.0174258768320208,0.0440101416470902,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV3931",55.5290228359685,-5.62358394983067,2.39013420602205,-2.35283187683009,0.0186310556814871,0.0440783512464451,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Unclassified","Unclassified"
"ASV246",47.7632349111518,-5.4131972114124,2.31374385438233,-2.33958361516966,0.0193052496280934,0.0451231135885556,"RFI","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005","Unclassified"
"ASV121",149.513946981419,-5.37348896389905,2.30975830945785,-2.32642910814349,0.0199956702834186,0.046180476606943,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV6",324.49900674003,2.86947381418112,1.24484973261048,2.30507645944042,0.0211622916365175,0.04665323383505,"RFI","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified"
"ASV481",187.207244941049,-5.57757700593954,2.41901201956066,-2.30572521378068,0.0211259913244203,0.04665323383505,"RFI","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","NK4A214 group","Unclassified"
"ASV1561",170.055696422805,-6.09531639101758,2.63574141447849,-2.31256236197343,0.0207467129010783,0.04665323383505,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV2371",61.5335080343806,-6.24317627557495,2.69701534062576,-2.31484640874398,0.0206213391041767,0.04665323383505,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Pseudobutyrivibrio","xylanivorans"
"ASV284",67.7054024533371,-6.11500012916019,2.66299138056382,-2.29628986927682,0.0216593129648964,0.0472124350021337,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV202",385.801533121041,-5.02856351840287,2.2013160459385,-2.28434418932289,0.0223513107983461,0.0480493336940189,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV671",138.188655122095,-5.49330371266754,2.40811184427172,-2.28116635269027,0.0225386049801841,0.0480493336940189,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group","Unclassified"
"ASV186",92.881587613026,-6.00659418497579,2.64741896505406,-2.26884911842926,0.0232775028159389,0.0490851689814364,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV50",188.77099433197,-5.36301432432373,2.37284737225141,-2.26015983456837,0.0238113326776111,0.0496709520371673,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio","Unclassified"
"ASV11",162.54267775944,2.72016002224735,1.22476987943593,2.22095600807893,0.02635394115294,0.0497761402190158,"RFI","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","ovuberis"
"ASV521",223.60643143615,-5.14099544952948,2.32374397712523,-2.21237601910411,0.0269406944484364,0.0497761402190158,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV721",108.754565565923,-5.00720124228114,2.25271200714521,-2.2227436203115,0.0262330927450088,0.0497761402190158,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV731",174.024882684202,-5.39539824451802,2.43193868076612,-2.2185585052738,0.0265167751771172,0.0497761402190158,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV161",61.0333270198876,-4.94529099615438,2.22394302253169,-2.22365903534919,0.0261713933411759,0.0497761402190158,"RFI","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","Saccharofermentans","Unclassified"
"ASV177",63.847375372247,-6.42534080824077,2.90214269894172,-2.21399892244575,0.0268288530597509,0.0497761402190158,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae AC2044 group","bacterium"
"ASV1851",58.625841561846,-5.85844154101936,2.64583718920475,-2.21421089888762,0.0268142744769216,0.0497761402190158,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] ruminantium group","Unclassified"
"ASV247",70.3257226989547,-5.70957633610623,2.56268044462878,-2.22797046275245,0.0258824847415676,0.0497761402190158,"RFI","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira","Unclassified"
"ASV289",87.9046502355624,-5.62120418024045,2.49673713014294,-2.25142010841912,0.0243589417150777,0.0497761402190158,"RFI","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Unclassified","Unclassified"
"ASV3011",65.2285885675146,-5.80773754048176,2.60229299198928,-2.23177695915099,0.0256297078806843,0.0497761402190158,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV326",48.559702866327,-5.18197396045044,2.30940720534545,-2.2438545911072,0.0248417586131026,0.0497761402190158,"RFI","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV3961",49.9726510817019,-5.96964599748205,2.66480783633936,-2.24017879115912,0.0250793179789052,0.0497761402190158,"RFI","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Anaerovibrio","lipolyticus"
